tab	ages
age	location	site	sample	specimen	age_unit	citations	method_codes
1091.83	Beaver Bay Complex				Ma	This study	GM-UPB-I-206
>>>>>>>>>>
tab	locations
location	age_unit	lat_n	lat_s	lon_e	lon_w	geologic_classes	lithologies	location_type	analysts	citations
Beaver Bay Complex	Ma	47.2	47.2	268.7	268.6	Igneous:Intrusive	Anorthosite:Diabase	Outcrop	Yiming Zhang	This study
Beaver Bay Complex	Ma	47.2	47.2	268.7	268.6	Igneous:Intrusive	Anorthosite:Diabase	Outcrop	Yiming Zhang	This study
>>>>>>>>>>
tab	measurements
measurement	experiment	specimen	dir_csd	dir_dec	dir_inc	treat_ac_field	treat_dc_field	treat_dc_field_phi	treat_dc_field_theta	treat_step_num	treat_temp	citations	instrument_codes	method_codes	quality	sequence	standard	meas_n_orient	meas_temp	analysts	description	magn_moment	magn_x_sigma	magn_y_sigma	magn_z_sigma
BD1-12b_LP-PI-TRM_LP-PI-ALT-PTRM_LP-PI-BT-IZZI-51	BD1-12b_LP-PI-TRM_LP-PI-ALT-PTRM_LP-PI-BT-IZZI	BD1-12b	0.3	112.2	28.5	0	2.9999999999999997e-05	0	-90	13	723	This study	hargrave 2019-12-24 12:08:32	LT-T-I:LP-PI-TRM-IZ:LP-PI-TRM:LP-PI-ALT-PTRM:LP-PI-BT-IZZI	g	51	u	4	273	Yiming Zhang		1e-06	6.7799999999999985e-09	1.03e-08	8.07e-09
BD1-12b_LP-PI-TRM_LP-PI-ALT-PTRM_LP-PI-BT-IZZI-52	BD1-12b_LP-PI-TRM_LP-PI-ALT-PTRM_LP-PI-BT-IZZI	BD1-12b	0.3	114.7	31.5	0	0	0	-90	14	723	This study	hargrave 2019-12-25 12:46:59	LT-T-Z:LP-PI-TRM-IZ:LP-PI-TRM:LP-PI-ALT-PTRM:LP-PI-BT-IZZI	g	52	u	4	273	Yiming Zhang		9.21e-07	7.659999999999999e-09	1.02e-08	6.959999999999998e-09
BD1-12b_LP-PI-TRM_LP-PI-ALT-PTRM_LP-PI-BT-IZZI-53	BD1-12b_LP-PI-TRM_LP-PI-ALT-PTRM_LP-PI-BT-IZZI	BD1-12b	0.2	117.2	34.2	0	0	0	-90	15	748	This study	hargrave 2019-12-25 16:24:40	LT-T-Z:LP-PI-TRM-ZI:LP-PI-TRM:LP-PI-ALT-PTRM:LP-PI-BT-IZZI	g	53	u	4	273	Yiming Zhang		7.170000000000002e-07	4.15e-09	7.33e-09	5.2e-09
BD1-12b_LP-PI-TRM_LP-PI-ALT-PTRM_LP-PI-BT-IZZI-54	BD1-12b_LP-PI-TRM_LP-PI-ALT-PTRM_LP-PI-BT-IZZI	BD1-12b	0.2	114.3	30.1	0	2.9999999999999997e-05	0	-90	16	698	This study	hargrave 2019-12-26 11:16:02	LT-PTRM-I:LP-PI-TRM:LP-PI-ALT-PTRM:LP-PI-BT-IZZI	g	54	u	4	273	Yiming Zhang		9.39e-07	6.28e-09	1.1499999999999999e-08	7.3400000000000015e-09
BD1-12b_LP-PI-TRM_LP-PI-ALT-PTRM_LP-PI-BT-IZZI-55	BD1-12b_LP-PI-TRM_LP-PI-ALT-PTRM_LP-PI-BT-IZZI	BD1-12b	0.2	115.4	26.7	0	2.9999999999999997e-05	0	-90	17	748	This study	hargrave 2019-12-26 15:13:45	LT-T-I:LP-PI-TRM-ZI:LP-PI-TRM:LP-PI-ALT-PTRM:LP-PI-BT-IZZI	g	55	u	4	273	Yiming Zhang		8.49e-07	4.29e-09	1e-08	7.5e-09
BD1-12b_LP-PI-TRM_LP-PI-ALT-PTRM_LP-PI-BT-IZZI-56	BD1-12b_LP-PI-TRM_LP-PI-ALT-PTRM_LP-PI-BT-IZZI	BD1-12b	0.5	115.0	18.7	0	2.9999999999999997e-05	0	-90	18	773	This study	hargrave 2019-12-27 12:48:03	LT-T-I:LP-PI-TRM-IZ:LP-PI-TRM:LP-PI-ALT-PTRM:LP-PI-BT-IZZI	g	56	u	4	273	Yiming Zhang		7.140000000000002e-07	1.23e-09	7.16e-09	6.659999999999999e-09
BD1-12b_LP-PI-TRM_LP-PI-ALT-PTRM_LP-PI-BT-IZZI-57	BD1-12b_LP-PI-TRM_LP-PI-ALT-PTRM_LP-PI-BT-IZZI	BD1-12b	6	10.9	-18.1	0	0	0	-90	19	773	This study	hargrave 2019-12-27 16:43:54	LT-T-Z:LP-PI-TRM-IZ:LP-PI-TRM:LP-PI-ALT-PTRM:LP-PI-BT-IZZI	g	57	u	4	273	Yiming Zhang		4.05e-08	2.8199999999999998e-09	3.9299999999999995e-09	3.48e-10
BD1-12b_LP-PI-TRM_LP-PI-ALT-PTRM_LP-PI-BT-IZZI-58	BD1-12b_LP-PI-TRM_LP-PI-ALT-PTRM_LP-PI-BT-IZZI	BD1-12b	0.7	307.5	-42.6	0	0	0	-90	20	793	This study	hargrave 2019-12-28 16:21:19	LT-T-Z:LP-PI-TRM-ZI:LP-PI-TRM:LP-PI-ALT-PTRM:LP-PI-BT-IZZI	g	58	u	4	273	Yiming Zhang		3.1e-07	2.95e-09	6.36e-09	1.89e-09
BD1-12b_LP-PI-TRM_LP-PI-ALT-PTRM_LP-PI-BT-IZZI-59	BD1-12b_LP-PI-TRM_LP-PI-ALT-PTRM_LP-PI-BT-IZZI	BD1-12b	0.6	109.1	-10.7	0	2.9999999999999997e-05	0	-90	21	748	This study	hargrave 2019-12-29 14:57:09	LT-PTRM-I:LP-PI-TRM:LP-PI-ALT-PTRM:LP-PI-BT-IZZI	g	59	u	4	273	Yiming Zhang		3.92e-07	6.75e-10	3.08e-09	3.3299999999999995e-09
BD1-12b_LP-PI-TRM_LP-PI-ALT-PTRM_LP-PI-BT-IZZI-60	BD1-12b_LP-PI-TRM_LP-PI-ALT-PTRM_LP-PI-BT-IZZI	BD1-12b	0.4	110.6	-75.7	0	2.9999999999999997e-05	0	-90	22	793	This study	hargrave 2019-12-30 11:21:03	LT-T-I:LP-PI-TRM-ZI:LP-PI-TRM:LP-PI-ALT-PTRM:LP-PI-BT-IZZI	g	60	u	4	273	Yiming Zhang		1.03e-06	4.07e-09	5.57e-09	3.75e-09
BD1-12b_LP-PI-TRM_LP-PI-ALT-PTRM_LP-PI-BT-IZZI-61	BD1-12b_LP-PI-TRM_LP-PI-ALT-PTRM_LP-PI-BT-IZZI	BD1-12b	0.4	109.1	-81.5	0	2.9999999999999997e-05	0	-90	23	803	This study	hargrave 2019-12-30 15:15:20	LT-T-I:LP-PI-TRM-IZ:LP-PI-TRM:LP-PI-ALT-PTRM:LP-PI-BT-IZZI	g	61	u	4	273	Yiming Zhang		1.33e-06	6.1e-09	6.409999999999999e-09	2.6100000000000003e-09
BD1-12b_LP-PI-TRM_LP-PI-ALT-PTRM_LP-PI-BT-IZZI-62	BD1-12b_LP-PI-TRM_LP-PI-ALT-PTRM_LP-PI-BT-IZZI	BD1-12b	0.7	311.3	-48.8	0	0	0	-90	24	803	This study	hargrave 2019-12-30 21:25:48	LT-T-Z:LP-PI-TRM-IZ:LP-PI-TRM:LP-PI-ALT-PTRM:LP-PI-BT-IZZI	g	62	u	4	273	Yiming Zhang		1.42e-07	9.9e-10	1.89e-09	3.76e-10
BD1-12b_LP-PI-TRM_LP-PI-ALT-PTRM_LP-PI-BT-IZZI-63	BD1-12b_LP-PI-TRM_LP-PI-ALT-PTRM_LP-PI-BT-IZZI	BD1-12b	1	87.6	-57.5	0	0	0	-90	25	813	This study	hargrave 2020-01-01 10:31:59	LT-T-Z:LP-PI-TRM-ZI:LP-PI-TRM:LP-PI-ALT-PTRM:LP-PI-BT-IZZI	g	63	u	4	273	Yiming Zhang		4.3300000000000004e-08	6.56e-10	2.29e-10	5.3e-10
BD1-12b_LP-PI-TRM_LP-PI-ALT-PTRM_LP-PI-BT-IZZI-64	BD1-12b_LP-PI-TRM_LP-PI-ALT-PTRM_LP-PI-BT-IZZI	BD1-12b	0.4	105.2	-86.6	0	2.9999999999999997e-05	0	-90	26	793	This study	hargrave 2020-01-01 14:02:07	LT-PTRM-I:LP-PI-TRM:LP-PI-ALT-PTRM:LP-PI-BT-IZZI	g	64	u	4	273	Yiming Zhang		1.96e-06	9.309999999999999e-09	9.309999999999999e-09	8.820000000000002e-10
BD1-12b_LP-PI-TRM_LP-PI-ALT-PTRM_LP-PI-BT-IZZI-65	BD1-12b_LP-PI-TRM_LP-PI-ALT-PTRM_LP-PI-BT-IZZI	BD1-12b	0.5	107.4	-88.5	0	2.9999999999999997e-05	0	-90	27	813	This study	hargrave 2020-01-01 17:57:50	LT-T-I:LP-PI-TRM-ZI:LP-PI-TRM:LP-PI-ALT-PTRM:LP-PI-BT-IZZI	g	65	u	4	273	Yiming Zhang		2.59e-06	1.23e-08	2.13e-08	1.24e-09
BD1-12b_LP-PI-TRM_LP-PI-ALT-PTRM_LP-PI-BT-IZZI-66	BD1-12b_LP-PI-TRM_LP-PI-ALT-PTRM_LP-PI-BT-IZZI	BD1-12b	0.3	95.0	-88.8	0	2.9999999999999997e-05	0	-90	28	823	This study	hargrave 2020-01-02 13:29:11	LT-T-I:LP-PI-TRM-IZ:LP-PI-TRM:LP-PI-ALT-PTRM:LP-PI-BT-IZZI	g	66	u	4	273	Yiming Zhang		3.12e-06	1.3400000000000001e-08	1.35e-08	2.8800000000000004e-09
BD1-12b_LP-PI-TRM_LP-PI-ALT-PTRM_LP-PI-BT-IZZI-67	BD1-12b_LP-PI-TRM_LP-PI-ALT-PTRM_LP-PI-BT-IZZI	BD1-12b	0.5	114.8	-10.2	0	0	0	-90	29	823	This study	hargrave 2020-01-02 17:54:28	LT-T-Z:LP-PI-TRM-IZ:LP-PI-TRM:LP-PI-ALT-PTRM:LP-PI-BT-IZZI	g	67	u	4	273	Yiming Zhang		6.5e-08	1.9800000000000001e-10	7.16e-10	4.31e-10
BD1-12b_LP-PI-TRM_LP-PI-ALT-PTRM_LP-PI-BT-IZZI-68	BD1-12b_LP-PI-TRM_LP-PI-ALT-PTRM_LP-PI-BT-IZZI	BD1-12b	0.6	120.4	-9	0	0	0	-90	30	826	This study	hargrave 2020-01-03 11:29:07	LT-T-Z:LP-PI-TRM-ZI:LP-PI-TRM:LP-PI-ALT-PTRM:LP-PI-BT-IZZI	g	68	u	4	273	Yiming Zhang		7.7e-08	4.4e-10	8.25e-10	6.24e-10
BD1-12b_LP-PI-TRM_LP-PI-ALT-PTRM_LP-PI-BT-IZZI-69	BD1-12b_LP-PI-TRM_LP-PI-ALT-PTRM_LP-PI-BT-IZZI	BD1-12b	0.4	311.0	-89.1	0	2.9999999999999997e-05	0	-90	31	813	This study	hargrave 2020-01-03 15:00:36	LT-PTRM-I:LP-PI-TRM:LP-PI-ALT-PTRM:LP-PI-BT-IZZI	g	69	u	4	273	Yiming Zhang		3.71e-06	1.76e-08	1.62e-08	5.73e-09
BD1-12b_LP-PI-TRM_LP-PI-ALT-PTRM_LP-PI-BT-IZZI-70	BD1-12b_LP-PI-TRM_LP-PI-ALT-PTRM_LP-PI-BT-IZZI	BD1-12b	0.4	355.1	-89.6	0	2.9999999999999997e-05	0	-90	32	826	This study	hargrave 2020-01-14 15:55:54	LT-T-I:LP-PI-TRM-ZI:LP-PI-TRM:LP-PI-ALT-PTRM:LP-PI-BT-IZZI	g	70	u	4	273	Yiming Zhang		4.03e-06	1.97e-08	1.8e-08	1.03e-08
BD1-12b_LP-PI-TRM_LP-PI-ALT-PTRM_LP-PI-BT-IZZI-71	BD1-12b_LP-PI-TRM_LP-PI-ALT-PTRM_LP-PI-BT-IZZI	BD1-12b	0.4	96.4	-89.2	0	2.9999999999999997e-05	0	-90	33	829	This study	hargrave 2020-01-18 14:51:14	LT-T-I:LP-PI-TRM-IZ:LP-PI-TRM:LP-PI-ALT-PTRM:LP-PI-BT-IZZI	g	71	u	4	273	Yiming Zhang		4.19e-06	1.89e-08	1.97e-08	6.48e-09
BD1-12b_LP-PI-TRM_LP-PI-ALT-PTRM_LP-PI-BT-IZZI-72	BD1-12b_LP-PI-TRM_LP-PI-ALT-PTRM_LP-PI-BT-IZZI	BD1-12b	1	134.2	-33.3	0	0	0	-90	34	829	This study	hargrave 2020-01-19 11:13:54	LT-T-Z:LP-PI-TRM-IZ:LP-PI-TRM:LP-PI-ALT-PTRM:LP-PI-BT-IZZI	g	72	u	4	273	Yiming Zhang		8.339999999999999e-08	8.46e-10	1.1199999999999999e-09	5.16e-10
BD1-12b_LP-PI-TRM_LP-PI-ALT-PTRM_LP-PI-BT-IZZI-73	BD1-12b_LP-PI-TRM_LP-PI-ALT-PTRM_LP-PI-BT-IZZI	BD1-12b	0.8	127.1	-10.4	0	0	0	-90	35	832	This study	hargrave 2020-01-19 14:38:45	LT-T-Z:LP-PI-TRM-ZI:LP-PI-TRM:LP-PI-ALT-PTRM:LP-PI-BT-IZZI	g	73	u	4	273	Yiming Zhang		7.55e-08	5.04e-10	9.56e-10	5.74e-10
BD1-12b_LP-PI-TRM_LP-PI-ALT-PTRM_LP-PI-BT-IZZI-74	BD1-12b_LP-PI-TRM_LP-PI-ALT-PTRM_LP-PI-BT-IZZI	BD1-12b	0.4	98.3	-88.9	0	2.9999999999999997e-05	0	-90	36	826	This study	hargrave 2020-01-20 11:14:35	LT-PTRM-I:LP-PI-TRM:LP-PI-ALT-PTRM:LP-PI-BT-IZZI	g	74	u	4	273	Yiming Zhang		4.42e-06	1.98e-08	2.0699999999999997e-08	6.34e-09
BD1-13b_LP-PI-TRM_LP-PI-ALT-PTRM_LP-PI-BT-IZZI-75	BD1-13b_LP-PI-TRM_LP-PI-ALT-PTRM_LP-PI-BT-IZZI	BD1-13b	0.5	123.2	38.2	0	0	0	-90	0	273	This study	hargrave 2019-12-18 17:15:02	LT-NO:LP-PI-TRM:LP-PI-ALT-PTRM:LP-PI-BT-IZZI	g	75	u	4	273	Yiming Zhang		6.24e-06	1.62e-08	2.93e-08	4.64e-08
BD1-13b_LP-PI-TRM_LP-PI-ALT-PTRM_LP-PI-BT-IZZI-76	BD1-13b_LP-PI-TRM_LP-PI-ALT-PTRM_LP-PI-BT-IZZI	BD1-13b	0.4	123.3	37.9	0	0	0	-90	1	373	This study	hargrave 2019-12-19 10:30:49	LT-T-Z:LP-PI-TRM-ZI:LP-PI-TRM:LP-PI-ALT-PTRM:LP-PI-BT-IZZI	g	76	u	4	273	Yiming Zhang		6.26e-06	1.49e-08	2.41e-08	4.26e-08
BD1-13b_LP-PI-TRM_LP-PI-ALT-PTRM_LP-PI-BT-IZZI-77	BD1-13b_LP-PI-TRM_LP-PI-ALT-PTRM_LP-PI-BT-IZZI	BD1-13b	0.5	122.7	37.6	0	2.9999999999999997e-05	0	-90	2	373	This study	hargrave 2019-12-19 15:51:16	LT-T-I:LP-PI-TRM-ZI:LP-PI-TRM:LP-PI-ALT-PTRM:LP-PI-BT-IZZI	g	77	u	4	273	Yiming Zhang		5.74e-06	1.16e-08	2.4700000000000003e-08	4.04e-08
BD1-13b_LP-PI-TRM_LP-PI-ALT-PTRM_LP-PI-BT-IZZI-78	BD1-13b_LP-PI-TRM_LP-PI-ALT-PTRM_LP-PI-BT-IZZI	BD1-13b	0.4	126.0	37.3	0	2.9999999999999997e-05	0	-90	3	473	This study	hargrave 2019-12-20 10:36:42	LT-T-I:LP-PI-TRM-IZ:LP-PI-TRM:LP-PI-ALT-PTRM:LP-PI-BT-IZZI	g	78	u	4	273	Yiming Zhang		5.28e-06	1.8999999999999998e-08	1.69e-08	3.3e-08
BD1-13b_LP-PI-TRM_LP-PI-ALT-PTRM_LP-PI-BT-IZZI-79	BD1-13b_LP-PI-TRM_LP-PI-ALT-PTRM_LP-PI-BT-IZZI	BD1-13b	0.5	120.3	37.3	0	0	0	-90	4	473	This study	hargrave 2019-12-20 13:42:15	LT-T-Z:LP-PI-TRM-IZ:LP-PI-TRM:LP-PI-ALT-PTRM:LP-PI-BT-IZZI	g	79	u	4	273	Yiming Zhang		5.27e-06	2.5899999999999997e-08	1.48e-08	3.69e-08
BD1-13b_LP-PI-TRM_LP-PI-ALT-PTRM_LP-PI-BT-IZZI-80	BD1-13b_LP-PI-TRM_LP-PI-ALT-PTRM_LP-PI-BT-IZZI	BD1-13b	0.4	122.5	37.1	0	0	0	-90	5	573	This study	hargrave 2019-12-20 17:37:14	LT-T-Z:LP-PI-TRM-ZI:LP-PI-TRM:LP-PI-ALT-PTRM:LP-PI-BT-IZZI	g	80	u	4	273	Yiming Zhang		5.24e-06	2.45e-08	1.1100000000000002e-08	3.24e-08
BD1-13b_LP-PI-TRM_LP-PI-ALT-PTRM_LP-PI-BT-IZZI-81	BD1-13b_LP-PI-TRM_LP-PI-ALT-PTRM_LP-PI-BT-IZZI	BD1-13b	0.4	119.9	37	0	2.9999999999999997e-05	0	-90	6	373	This study	hargrave 2019-12-21 12:09:55	LT-PTRM-I:LP-PI-TRM:LP-PI-ALT-PTRM:LP-PI-BT-IZZI	g	81	u	4	273	Yiming Zhang		4.94e-06	2.57e-08	1.05e-08	3.1299999999999996e-08
BD1-13b_LP-PI-TRM_LP-PI-ALT-PTRM_LP-PI-BT-IZZI-82	BD1-13b_LP-PI-TRM_LP-PI-ALT-PTRM_LP-PI-BT-IZZI	BD1-13b	0.4	125.8	36.3	0	2.9999999999999997e-05	0	-90	7	573	This study	hargrave 2019-12-21 15:26:35	LT-T-I:LP-PI-TRM-ZI:LP-PI-TRM:LP-PI-ALT-PTRM:LP-PI-BT-IZZI	g	82	u	4	273	Yiming Zhang		4.82e-06	1.92e-08	1.5e-08	3.2e-08
BD1-13b_LP-PI-TRM_LP-PI-ALT-PTRM_LP-PI-BT-IZZI-83	BD1-13b_LP-PI-TRM_LP-PI-ALT-PTRM_LP-PI-BT-IZZI	BD1-13b	0.4	119.6	34.9	0	2.9999999999999997e-05	0	-90	8	673	This study	hargrave 2019-12-22 12:39:21	LT-T-I:LP-PI-TRM-IZ:LP-PI-TRM:LP-PI-ALT-PTRM:LP-PI-BT-IZZI	g	83	u	4	273	Yiming Zhang		4.52e-06	1.99e-08	7.47e-09	2.75e-08
BD1-13b_LP-PI-TRM_LP-PI-ALT-PTRM_LP-PI-BT-IZZI-84	BD1-13b_LP-PI-TRM_LP-PI-ALT-PTRM_LP-PI-BT-IZZI	BD1-13b	0.4	121.1	35.7	0	0	0	-90	9	673	This study	hargrave 2019-12-22 15:15:21	LT-T-Z:LP-PI-TRM-IZ:LP-PI-TRM:LP-PI-ALT-PTRM:LP-PI-BT-IZZI	g	84	u	4	273	Yiming Zhang		4.42e-06	2.29e-08	8.84e-09	2.61e-08
BD1-13b_LP-PI-TRM_LP-PI-ALT-PTRM_LP-PI-BT-IZZI-85	BD1-13b_LP-PI-TRM_LP-PI-ALT-PTRM_LP-PI-BT-IZZI	BD1-13b	0.4	120.3	36.2	0	0	0	-90	10	698	This study	hargrave 2019-12-23 11:10:34	LT-T-Z:LP-PI-TRM-ZI:LP-PI-TRM:LP-PI-ALT-PTRM:LP-PI-BT-IZZI	g	85	u	4	273	Yiming Zhang		4.46e-06	2.23e-08	1.2e-08	2.62e-08
BD1-13b_LP-PI-TRM_LP-PI-ALT-PTRM_LP-PI-BT-IZZI-86	BD1-13b_LP-PI-TRM_LP-PI-ALT-PTRM_LP-PI-BT-IZZI	BD1-13b	0.4	113.9	35.1	0	2.9999999999999997e-05	0	-90	11	573	This study	hargrave 2019-12-23 14:18:49	LT-PTRM-I:LP-PI-TRM:LP-PI-ALT-PTRM:LP-PI-BT-IZZI	g	86	u	4	273	Yiming Zhang		4.4e-06	1.8999999999999998e-08	6.16e-09	2.66e-08
BD1-13b_LP-PI-TRM_LP-PI-ALT-PTRM_LP-PI-BT-IZZI-87	BD1-13b_LP-PI-TRM_LP-PI-ALT-PTRM_LP-PI-BT-IZZI	BD1-13b	0.4	118.5	35	0	2.9999999999999997e-05	0	-90	12	698	This study	hargrave 2019-12-24 02:10:54	LT-T-I:LP-PI-TRM-ZI:LP-PI-TRM:LP-PI-ALT-PTRM:LP-PI-BT-IZZI	g	87	u	4	273	Yiming Zhang		4.29e-06	1.73e-08	5.93e-09	2.56e-08
BD1-13b_LP-PI-TRM_LP-PI-ALT-PTRM_LP-PI-BT-IZZI-88	BD1-13b_LP-PI-TRM_LP-PI-ALT-PTRM_LP-PI-BT-IZZI	BD1-13b	0.4	118.6	34.6	0	2.9999999999999997e-05	0	-90	13	723	This study	hargrave 2019-12-24 12:10:34	LT-T-I:LP-PI-TRM-IZ:LP-PI-TRM:LP-PI-ALT-PTRM:LP-PI-BT-IZZI	g	88	u	4	273	Yiming Zhang		4.14e-06	1.67e-08	6.35e-09	2.57e-08
BD1-13b_LP-PI-TRM_LP-PI-ALT-PTRM_LP-PI-BT-IZZI-89	BD1-13b_LP-PI-TRM_LP-PI-ALT-PTRM_LP-PI-BT-IZZI	BD1-13b	0.4	120.3	35.4	0	0	0	-90	14	723	This study	hargrave 2019-12-25 12:48:31	LT-T-Z:LP-PI-TRM-IZ:LP-PI-TRM:LP-PI-ALT-PTRM:LP-PI-BT-IZZI	g	89	u	4	273	Yiming Zhang		3.97e-06	1.71e-08	8.49e-09	2.2599999999999997e-08
BD1-13b_LP-PI-TRM_LP-PI-ALT-PTRM_LP-PI-BT-IZZI-90	BD1-13b_LP-PI-TRM_LP-PI-ALT-PTRM_LP-PI-BT-IZZI	BD1-13b	0.4	121.3	35.8	0	0	0	-90	15	748	This study	hargrave 2019-12-25 16:26:12	LT-T-Z:LP-PI-TRM-ZI:LP-PI-TRM:LP-PI-ALT-PTRM:LP-PI-BT-IZZI	g	90	u	4	273	Yiming Zhang		3.81e-06	1.67e-08	8.14e-09	2.2400000000000002e-08
BD1-13b_LP-PI-TRM_LP-PI-ALT-PTRM_LP-PI-BT-IZZI-91	BD1-13b_LP-PI-TRM_LP-PI-ALT-PTRM_LP-PI-BT-IZZI	BD1-13b	0.4	117.9	34.4	0	2.9999999999999997e-05	0	-90	16	698	This study	hargrave 2019-12-26 11:18:05	LT-PTRM-I:LP-PI-TRM:LP-PI-ALT-PTRM:LP-PI-BT-IZZI	g	91	u	4	273	Yiming Zhang		4.04e-06	1.75e-08	3.53e-09	2.64e-08
BD1-13b_LP-PI-TRM_LP-PI-ALT-PTRM_LP-PI-BT-IZZI-92	BD1-13b_LP-PI-TRM_LP-PI-ALT-PTRM_LP-PI-BT-IZZI	BD1-13b	0.4	123.3	34.6	0	2.9999999999999997e-05	0	-90	17	748	This study	hargrave 2019-12-26 15:16:38	LT-T-I:LP-PI-TRM-ZI:LP-PI-TRM:LP-PI-ALT-PTRM:LP-PI-BT-IZZI	g	92	u	4	273	Yiming Zhang		3.95e-06	1.7e-08	4.6e-09	2.61e-08
BD1-13b_LP-PI-TRM_LP-PI-ALT-PTRM_LP-PI-BT-IZZI-93	BD1-13b_LP-PI-TRM_LP-PI-ALT-PTRM_LP-PI-BT-IZZI	BD1-13b	0.5	118.6	32	0	2.9999999999999997e-05	0	-90	18	773	This study	hargrave 2019-12-27 12:50:08	LT-T-I:LP-PI-TRM-IZ:LP-PI-TRM:LP-PI-ALT-PTRM:LP-PI-BT-IZZI	g	93	u	4	273	Yiming Zhang		3.73e-06	1.3e-08	9.229999999999999e-09	2.6800000000000002e-08
BD1-13b_LP-PI-TRM_LP-PI-ALT-PTRM_LP-PI-BT-IZZI-94	BD1-13b_LP-PI-TRM_LP-PI-ALT-PTRM_LP-PI-BT-IZZI	BD1-13b	0.4	118.6	35.5	0	0	0	-90	19	773	This study	hargrave 2019-12-27 16:45:26	LT-T-Z:LP-PI-TRM-IZ:LP-PI-TRM:LP-PI-ALT-PTRM:LP-PI-BT-IZZI	g	94	u	4	273	Yiming Zhang		2.82e-06	1.01e-08	5.8e-09	1.75e-08
BD1-13b_LP-PI-TRM_LP-PI-ALT-PTRM_LP-PI-BT-IZZI-95	BD1-13b_LP-PI-TRM_LP-PI-ALT-PTRM_LP-PI-BT-IZZI	BD1-13b	0.4	122.6	36.5	0	0	0	-90	20	793	This study	hargrave 2019-12-28 16:22:51	LT-T-Z:LP-PI-TRM-ZI:LP-PI-TRM:LP-PI-ALT-PTRM:LP-PI-BT-IZZI	g	95	u	4	273	Yiming Zhang		2.09e-06	9.179999999999998e-09	4.0999999999999995e-09	1.29e-08
BD1-13b_LP-PI-TRM_LP-PI-ALT-PTRM_LP-PI-BT-IZZI-96	BD1-13b_LP-PI-TRM_LP-PI-ALT-PTRM_LP-PI-BT-IZZI	BD1-13b	0.5	122.8	32.5	0	2.9999999999999997e-05	0	-90	21	748	This study	hargrave 2019-12-29 14:59:13	LT-PTRM-I:LP-PI-TRM:LP-PI-ALT-PTRM:LP-PI-BT-IZZI	g	96	u	4	273	Yiming Zhang		3e-06	9.150000000000001e-09	1.4499999999999999e-08	2.18e-08
BD1-13b_LP-PI-TRM_LP-PI-ALT-PTRM_LP-PI-BT-IZZI-97	BD1-13b_LP-PI-TRM_LP-PI-ALT-PTRM_LP-PI-BT-IZZI	BD1-13b	0.5	121.7	9.7	0	2.9999999999999997e-05	0	-90	22	793	This study	hargrave 2019-12-30 11:23:07	LT-T-I:LP-PI-TRM-ZI:LP-PI-TRM:LP-PI-ALT-PTRM:LP-PI-BT-IZZI	g	97	u	4	273	Yiming Zhang		2.28e-06	7.1e-09	9.99e-09	1.95e-08
BD1-13b_LP-PI-TRM_LP-PI-ALT-PTRM_LP-PI-BT-IZZI-98	BD1-13b_LP-PI-TRM_LP-PI-ALT-PTRM_LP-PI-BT-IZZI	BD1-13b	0.6	124.5	-2.8	0	2.9999999999999997e-05	0	-90	23	803	This study	hargrave 2019-12-30 15:17:24	LT-T-I:LP-PI-TRM-IZ:LP-PI-TRM:LP-PI-ALT-PTRM:LP-PI-BT-IZZI	g	98	u	4	273	Yiming Zhang		2.02e-06	8.469999999999999e-09	1.28e-08	1.78e-08
BD1-13b_LP-PI-TRM_LP-PI-ALT-PTRM_LP-PI-BT-IZZI-99	BD1-13b_LP-PI-TRM_LP-PI-ALT-PTRM_LP-PI-BT-IZZI	BD1-13b	0.6	125.7	35.3	0	0	0	-90	24	803	This study	hargrave 2019-12-30 21:28:13	LT-T-Z:LP-PI-TRM-IZ:LP-PI-TRM:LP-PI-ALT-PTRM:LP-PI-BT-IZZI	g	99	u	4	273	Yiming Zhang		1.44e-06	8.56e-09	4.07e-09	1.31e-08
BD1-13b_LP-PI-TRM_LP-PI-ALT-PTRM_LP-PI-BT-IZZI-100	BD1-13b_LP-PI-TRM_LP-PI-ALT-PTRM_LP-PI-BT-IZZI	BD1-13b	0.5	122.1	37.3	0	0	0	-90	25	813	This study	hargrave 2020-01-01 10:33:31	LT-T-Z:LP-PI-TRM-ZI:LP-PI-TRM:LP-PI-ALT-PTRM:LP-PI-BT-IZZI	g	100	u	4	273	Yiming Zhang		1.43e-06	5.1200000000000005e-09	5.0900000000000004e-09	1.16e-08
BD1-13b_LP-PI-TRM_LP-PI-ALT-PTRM_LP-PI-BT-IZZI-101	BD1-13b_LP-PI-TRM_LP-PI-ALT-PTRM_LP-PI-BT-IZZI	BD1-13b	0.4	124.9	-42.2	0	2.9999999999999997e-05	0	-90	26	793	This study	hargrave 2020-01-01 14:04:10	LT-PTRM-I:LP-PI-TRM:LP-PI-ALT-PTRM:LP-PI-BT-IZZI	g	101	u	4	273	Yiming Zhang		2.2e-06	1.08e-08	9.340000000000001e-09	1.1299999999999999e-08
